TITLE,IDENTIFIER
Estimated Enrolment of Students in Higher Education in Post Graduate Courses - Female,SSEDHEEFPG11A
Estimated Enrolment of Students in Higher Education in PhD Courses - Female,SSEDHEEFPH11A
Estimated Enrolment of Students in Higher Education - Female,SSEDHEEFTT11A
Estimated Enrolment of Students in Higher Education in Under Graduate Courses - Female,SSEDHEEFUG11A
Estimated Enrolment of Students in Higher Education in Certificate Courses - Male,SSEDHEEMCT11A
Estimated Enrolment of Students in Higher Education in Diploma Courses - Male,SSEDHEEMDP11A
Estimated Enrolment of Students in Higher Education in Integrated Course Courses - Male,SSEDHEEMIG11A
Estimated Enrolment of Students in Higher Education in M Phil Courses - Male,SSEDHEEMMP11A
Estimated Enrolment of Students in Higher Education in Post Graduate Diploma Courses - Male,SSEDHEEMPD11A
Estimated Enrolment of Students in Higher Education in Post Graduate Courses - Male,SSEDHEEMPG11A
Estimated Enrolment of Students in Higher Education in PhD Courses - Male,SSEDHEEMPH11A
Estimated Enrolment of Students in Higher Education - Male,SSEDHEEMTT11A
Estimated Enrolment of Students in Higher Education in Under Graduate Courses - Male,SSEDHEEMUG11A
Estimated Enrolment of Students in Higher Education in Integrated Course Courses,SSEDHEETIG11A
Estimated Enrolment of Students in Higher Education in M Phil Courses,SSEDHEETMP11A
Estimated Enrolment of Students in Higher Education in PhD Courses,SSEDHEETPH11A
Estimated Enrolment of Students in Higher Education,SSEDHEETTT11A
Estimated Enrolment of Students in Higher Education in Under Graduate Courses,SSEDHEETUG11A
Total Enrolment in Institutes of National Importance - Certificate Courses (Female),SSEDHNIFCE11A
Total Enrolment in Institutes of National Importance - Post Graduate Diploma Courses (Female),SSEDHNIFDE11A
Total Enrolment in Institutes of National Importance - Post Graduate Courses (Female),SSEDHNIFGE11A
Total Enrolment in Institutes of National Importance - Integrated Courses (Female),SSEDHNIFIE11A
Total Enrolment in Institutes of National Importance - Diploma Courses (Female),SSEDHNIFLE11A
Total Enrolment in Institutes of National Importance - MPhil Course (Female),SSEDHNIFME11A
Total Enrolment in Institutes of National Importance - PhD Course (Female),SSEDHNIFPE11A
Total Enrolment in Institutes of National Importance (Female),SSEDHNIFTE11A
Total Enrolment in Institutes of National Importance - Under Graduate Courses (Female),SSEDHNIFUE11A
Total Enrolment in Institutes of National Importance - Certificate Courses (Male),SSEDHNIMCE11A
Total Enrolment in Institutes of National Importance - Post Graduate Diploma Courses (Male),SSEDHNIMDE11A
Total Enrolment in Institutes of National Importance - Post Graduate Courses (Male),SSEDHNIMGE11A
Total Enrolment in Institutes of National Importance - Integrated Courses (Male),SSEDHNIMIE11A
Total Enrolment in Institutes of National Importance - Diploma Courses (Male),SSEDHNIMLE11A
Total Enrolment in Institutes of National Importance - MPhil Course (Male),SSEDHNIMME11A
Total Enrolment in Institutes of National Importance - PhD Course (Male),SSEDHNIMPE11A
Total Enrolment in Institutes of National Importance (Male),SSEDHNIMTE11A
Total Enrolment in All Universities - MPhil Course,SSEDHAUTME11A
Total Enrolment in Institutes of National Importance - Under Graduate Courses (Male),SSEDHNIMUE11A
Total Enrolment in Institutes of National Importance - Certificate Courses,SSEDHNITCE11A
Total Enrolment in Institutes of National Importance - Post Graduate Diploma Courses,SSEDHNITDE11A
Total Enrolment in Institutes of National Importance - Post Graduate Courses,SSEDHNITGE11A
Total Enrolment in Institutes of National Importance - Integrated Courses,SSEDHNITIE11A
Total Enrolment in Institutes of National Importance - Diploma Courses,SSEDHNITLE11A
Total Enrolment in Institutes of National Importance - MPhil Course,SSEDHNITME11A
Total Enrolment in Institutes of National Importance - PhD Course,SSEDHNITPE11A
Total Enrolment in Institutes of National Importance,SSEDHNITTE11A
Total Enrolment in Institutes of National Importance - Under Graduate Courses,SSEDHNITUE11A
Total Enrolment in State Private Open University - Certificate Courses (Female),SSEDHPOFCE11A
Total Enrolment in State Private Open University - Post Graduate Diploma Courses (Female),SSEDHPOFDE11A
Total Enrolment in State Private Open University - Post Graduate Courses (Female),SSEDHPOFGE11A
Total Enrolment in State Private Open University - Integrated Courses (Female),SSEDHPOFIE11A
Total Enrolment in State Private Open University - Diploma Courses (Female),SSEDHPOFLE11A
Total Enrolment in State Private Open University - MPhil Course (Female),SSEDHPOFME11A
Total Enrolment in State Private Open University - PhD Course (Female),SSEDHPOFPE11A
Total Enrolment in State Private Open University (Female),SSEDHPOFTE11A
Total Enrolment in State Private Open University - Under Graduate Courses (Female),SSEDHPOFUE11A
Total Enrolment in State Private Open University - Certificate Courses (Male),SSEDHPOMCE11A
Total Enrolment in State Private Open University - Post Graduate Diploma Courses (Male),SSEDHPOMDE11A
Total Enrolment in State Private Open University - Post Graduate Courses (Male),SSEDHPOMGE11A
Total Enrolment in State Private Open University - Diploma Courses (Male),SSEDHPOMLE11A
Total Enrolment in State Private Open University - MPhil Course (Male),SSEDHPOMME11A
Total Enrolment in State Private Open University - PhD Course (Male),SSEDHPOMPE11A
Total Enrolment in State Private Open University (Male),SSEDHPOMTE11A
Total Enrolment in State Private Open University - Under Graduate Courses (Male),SSEDHPOMUE11A
Total Enrolment in State Private Open University - Certificate Courses,SSEDHPOTCE11A
Total Enrolment in State Private Open University - Post Graduate Diploma Courses,SSEDHPOTDE11A
Total Enrolment in State Private Open University - Post Graduate Courses,SSEDHPOTGE11A
Total Enrolment in State Private Open University - Integrated Courses,SSEDHPOTIE11A
Total Enrolment in State Private Open University - Diploma Courses,SSEDHPOTLE11A
Total Enrolment in State Private Open University - MPhil Course,SSEDHPOTME11A
Total Enrolment in State Private Open University - PhD Course,SSEDHPOTPE11A
Total Enrolment in State Private Open University,SSEDHPOTTE11A
Total Enrolment in State Private Open University - Under Graduate Courses,SSEDHPOTUE11A
Total Enrolment in Institutes under State Legistrature Acts - Certificate Courses (Female),SSEDHSLFCE11A
Total Enrolment in Institutes under State Legistrature Acts - Post Graduate Diploma Courses (Female),SSEDHSLFDE11A
Total Enrolment in Institutes under State Legistrature Acts - Post Graduate Courses (Female),SSEDHSLFGE11A
Total Enrolment in Institutes under State Legistrature Acts - Integrated Courses (Female),SSEDHSLFIE11A
Total Enrolment in Institutes under State Legistrature Acts - Diploma Courses (Female),SSEDHSLFLE11A
Total Enrolment in Institutes under State Legistrature Acts - MPhil Course (Female),SSEDHSLFME11A
Total Enrolment in Institutes under State Legistrature Acts - PhD Course (Female),SSEDHSLFPE11A
Total Enrolment in Institutes under State Legistrature Acts (Female),SSEDHSLFTE11A
Total Enrolment in Institutes under State Legistrature Acts - Certificate Courses (Male),SSEDHSLMCE11A
Total Enrolment in Institutes under State Legistrature Acts - Post Graduate Diploma Courses (Male),SSEDHSLMDE11A
Total Enrolment in Institutes under State Legistrature Acts - Post Graduate Courses (Male),SSEDHSLMGE11A
Total Enrolment in Institutes under State Legistrature Acts - Integrated Courses (Male),SSEDHSLMIE11A
Total Enrolment in Institutes under State Legistrature Acts - Diploma Courses (Male),SSEDHSLMLE11A
Total Enrolment in Institutes under State Legistrature Acts - MPhil Course (Male),SSEDHSLMME11A
Total Enrolment in Institutes under State Legistrature Acts - PhD Course (Male),SSEDHSLMPE11A
Total Enrolment in Institutes under State Legistrature Acts (Male),SSEDHSLMTE11A
Total Enrolment in Institutes under State Legistrature Acts - Under Graduate Courses (Male),SSEDHSLMUE11A
Total Enrolment in Institutes under State Legistrature Acts - Certificate Courses,SSEDHSLTCE11A
Total Enrolment in Institutes under State Legistrature Acts - Post Graduate Diploma Courses,SSEDHSLTDE11A
Total Enrolment in Institutes under State Legistrature Acts - Post Graduate Courses,SSEDHSLTGE11A
Total Enrolment in Institutes under State Legistrature Acts - Integrated Courses,SSEDHSLTIE11A
Total Enrolment in Institutes under State Legistrature Acts - Diploma Courses,SSEDHSLTLE11A
Total Enrolment in Institutes under State Legistrature Acts - MPhil Course,SSEDHSLTME11A
Total Enrolment in Institutes under State Legistrature Acts - PhD Course,SSEDHSLTPE11A
Total Enrolment in Institutes under State Legistrature Acts - Under Graduate Courses,SSEDHSLTUE11A
Total Enrolment in State Open University - Certificate Courses (Female),SSEDHSOFCE11A
Total Enrolment in State Open University - Post Graduate Diploma Courses (Female),SSEDHSOFDE11A
Total Enrolment in State Open University - Post Graduate Courses (Female),SSEDHSOFGE11A
Total Enrolment in State Open University - Integrated Courses (Female),SSEDHSOFIE11A
Total Enrolment in State Open University - Diploma Courses (Female),SSEDHSOFLE11A
Total Enrolment in State Open University - MPhil Course (Female),SSEDHSOFME11A
Total Enrolment in State Open University - PhD Course (Female),SSEDHSOFPE11A
Total Enrolment in State Open University (Female),SSEDHSOFTE11A
Total Enrolment in State Open University - Under Graduate Courses (Female),SSEDHSOFUE11A
Total Enrolment in State Open University - Certificate Courses (Male),SSEDHSOMCE11A
Total Enrolment in State Open University - Post Graduate Diploma Courses (Male),SSEDHSOMDE11A
Total Enrolment in State Open University - Post Graduate Courses (Male),SSEDHSOMGE11A
Total Enrolment in State Open University - Integrated Courses (Male),SSEDHSOMIE11A
Total Enrolment in State Open University - Diploma Courses (Male),SSEDHSOMLE11A
Total Enrolment in State Open University - MPhil Course (Male),SSEDHSOMME11A
Total Enrolment in State Open University - PhD Course (Male),SSEDHSOMPE11A
Total Enrolment in State Open University (Male),SSEDHSOMTE11A
Total Enrolment in State Open University - Under Graduate Courses (Male),SSEDHSOMUE11A
Total Enrolment in State Open University - Certificate Courses,SSEDHSOTCE11A
Total Enrolment in State Open University - Post Graduate Diploma Courses,SSEDHSOTDE11A
Total Enrolment in State Open University - Post Graduate Courses,SSEDHSOTGE11A
Total Enrolment in State Open University - Diploma Courses,SSEDHSOTLE11A
Total Enrolment in State Open University - MPhil Course,SSEDHSOTME11A
Total Enrolment in State Open University - PhD Course,SSEDHSOTPE11A
Total Enrolment in State Open University,SSEDHSOTTE11A
Total Enrolment in State Open University - Under Graduate Courses,SSEDHSOTUE11A
Total Enrolment in State Public University - Certificate Courses (Female),SSEDHSPFCE11A
Total Enrolment in State Public University - Post Graduate Diploma Courses (Female),SSEDHSPFDE11A
Total Enrolment in State Public University - Post Graduate Courses (Female),SSEDHSPFGE11A
Total Enrolment in State Public University - Integrated Courses (Female),SSEDHSPFIE11A
Total Enrolment in State Public University - Diploma Courses (Female),SSEDHSPFLE11A
Total Enrolment in State Public University - MPhil Course (Female),SSEDHSPFME11A
Total Enrolment in State Public University - PhD Course (Female),SSEDHSPFPE11A
Total Enrolment in State Public University (Female),SSEDHSPFTE11A
Total Enrolment in State Public University - Under Graduate Courses (Female),SSEDHSPFUE11A
Total Enrolment in State Public University - Certificate Courses (Male),SSEDHSPMCE11A
Total Enrolment in State Public University - Post Graduate Diploma Courses (Male),SSEDHSPMDE11A
Total Enrolment in State Public University - Post Graduate Courses (Male),SSEDHSPMGE11A
Total Enrolment in State Public University - Integrated Courses (Male),SSEDHSPMIE11A
Total Enrolment in State Public University - Diploma Courses (Male),SSEDHSPMLE11A
Total Enrolment in State Public University - MPhil Course (Male),SSEDHSPMME11A
Total Enrolment in State Public University - PhD Course (Male),SSEDHSPMPE11A
Total Enrolment in State Public University (Male),SSEDHSPMTE11A
Total Enrolment in State Public University - Under Graduate Courses (Male),SSEDHSPMUE11A
Total Enrolment in State Public University - Certificate Courses,SSEDHSPTCE11A
Total Enrolment in State Public University - Post Graduate Diploma Courses,SSEDHSPTDE11A
Total Enrolment in State Public University - Post Graduate Courses,SSEDHSPTGE11A
Total Enrolment in State Public University - Integrated Courses,SSEDHSPTIE11A
Total Enrolment in State Public University - Diploma Courses,SSEDHSPTLE11A
Total Enrolment in State Public University - MPhil Course,SSEDHSPTME11A
Total Enrolment in State Public University - PhD Course,SSEDHSPTPE11A
Total Enrolment in State Public University,SSEDHSPTTE11A
Total Enrolment in State Public University - Under Graduate Courses,SSEDHSPTUE11A
Total Enrolment in State Private University - Certificate Courses (Female),SSEDHSVFCE11A
Total Enrolment in State Private University - Post Graduate Diploma Courses (Female),SSEDHSVFDE11A
Total Enrolment in State Private University - Post Graduate Courses (Female),SSEDHSVFGE11A
Total Enrolment in State Private University - Integrated Courses (Female),SSEDHSVFIE11A
Total Enrolment in State Private University - Diploma Courses (Female),SSEDHSVFLE11A
Total Enrolment in State Private University - MPhil Course (Female),SSEDHSVFME11A
Total Enrolment in State Private University - PhD Course (Female),SSEDHSVFPE11A
Total Enrolment in State Private University (Female),SSEDHSVFTE11A
Total Enrolment in State Private University - Under Graduate Courses (Female),SSEDHSVFUE11A
Total Enrolment in State Private University - Certificate Courses (Male),SSEDHSVMCE11A
Total Enrolment in State Private University - Post Graduate Courses (Male),SSEDHSVMGE11A
Total Enrolment in State Private University - Integrated Courses (Male),SSEDHSVMIE11A
Total Enrolment in State Private University - Diploma Courses (Male),SSEDHSVMLE11A
Total Enrolment in State Private University - MPhil Course (Male),SSEDHSVMME11A
Total Enrolment in State Private University (Male),SSEDHSVMTE11A
Total Enrolment in State Private University - Under Graduate Courses (Male),SSEDHSVMUE11A
Total Enrolment in State Private University - Certificate Courses,SSEDHSVTCE11A
Total Enrolment in State Private University - Post Graduate Diploma Courses,SSEDHSVTDE11A
Total Enrolment in State Private University - Post Graduate Courses,SSEDHSVTGE11A
Total Enrolment in State Private University - Integrated Courses,SSEDHSVTIE11A
Total Enrolment in State Private University - Diploma Courses,SSEDHSVTLE11A
Total Enrolment in State Private University - MPhil Course,SSEDHSVTME11A
Total Enrolment in State Private University - PhD Course,SSEDHSVTPE11A
Total Enrolment in State Private University,SSEDHSVTTE11A
Total Number of Teachers in Higher Education - Associate Professors (Female),SSEDHTCAPF11A
Total Number of Teachers in Higher Education - Associate Professors (Male),SSEDHTCAPM11A
Total Number of Teachers in Higher Education (Female),SSEDHTCATF11A
Total Number of Teachers in Higher Education (Male),SSEDHTCATM11A
Total Number of Teachers in Higher Education - Professors (Female),SSEDHTCPRF11A
Total Number of Teachers in Higher Education - Professors (Male),SSEDHTCPRM11A
Total Number of Teachers in Higher Education - Professors,SSEDHTCPRT11A
Total Number of Teachers in Higher Education - Assistant Professors (Female),SSEDHTCSTF11A
Total Number of Teachers in Higher Education - Assistant Professors (Male),SSEDHTCSTM11A
Total Number of Teachers in Higher Education - Assistant Professors,SSEDHTCSTT11A
Total Number of Teachers in Higher Education - Temporary Teachers (Female),SSEDHTCTTF11A
Total Number of Teachers in Higher Education - Temporary Teachers (Male),SSEDHTCTTM11A
Total Number of Teachers in Higher Education - Temporary Teachers,SSEDHTCTTT11A
Total Number of Teachers in Higher Education - Tutors (Female),SSEDHTCTUF11A
Total Number of Teachers in Higher Education - Tutors,SSEDHTCTUT11A
Total Number of Teachers in Higher Education - Visiting Teachers,SSEDHTCVTT11A
Total Enrolment in Deemed University - Private - Certificate Courses (Female),SSEDHUNFCE11A
Total Enrolment in Deemed University - Private - Post Graduate Diploma Courses (Female),SSEDHUNFDE11A
Total Enrolment in Deemed University - Private - Post Graduate Courses (Female),SSEDHUNFGE11A
Total Enrolment in Deemed University - Private - Integrated Courses (Female),SSEDHUNFIE11A
Total Enrolment in Deemed University - Private - Diploma Courses (Female),SSEDHUNFLE11A
Total Enrolment in Deemed University - Private - MPhil Course (Female),SSEDHUNFME11A
Total Enrolment in Deemed University - Private - PhD Course (Female),SSEDHUNFPE11A
Total Enrolment in Deemed University - Private (Female),SSEDHUNFTE11A
Total Enrolment in Deemed University - Private - Under Graduate Courses (Female),SSEDHUNFUE11A
Total Enrolment in Deemed University - Private - Certificate Courses (Male),SSEDHUNMCE11A
Total Enrolment in Deemed University - Private - Post Graduate Diploma Courses (Male),SSEDHUNMDE11A
Total Enrolment in Deemed University - Private - Post Graduate Courses (Male),SSEDHUNMGE11A
Total Enrolment in Deemed University - Private - Integrated Courses (Male),SSEDHUNMIE11A
Total Enrolment in Deemed University - Private - Diploma Courses (Male),SSEDHUNMLE11A
Total Enrolment in Deemed University - Private - MPhil Course (Male),SSEDHUNMME11A
Total Enrolment in Deemed University - Private - PhD Course (Male),SSEDHUNMPE11A
Total Enrolment in Deemed University - Private (Male),SSEDHUNMTE11A
Total Enrolment in Deemed University - Private - Under Graduate Courses (Male),SSEDHUNMUE11A
Total Enrolment in State Private University - Post Graduate Diploma Courses (Male),SSEDHSVMDE11A
Total Number of Teachers in Higher Education - Associate Professors,SSEDHTCAPT11A
Total Enrolment in Deemed University - Private - Certificate Courses,SSEDHUNTCE11A
Total Number of Teachers in Higher Education - Tutors (Male),SSEDHTCTUM11A
Total Enrolment in Deemed University - Private - Post Graduate Diploma Courses,SSEDHUNTDE11A
Total Enrolment in Deemed University - Private - Post Graduate Courses,SSEDHUNTGE11A
Total Enrolment in Deemed University - Private - Integrated Courses,SSEDHUNTIE11A
Total Enrolment in Deemed University - Private - Diploma Courses,SSEDHUNTLE11A
Total Enrolment in Deemed University - Private - MPhil Course,SSEDHUNTME11A
Total Enrolment in Deemed University - Private - PhD Course,SSEDHUNTPE11A
Total Enrolment in Deemed University - Private,SSEDHUNTTE11A
Total Enrolment in Deemed University - Private - Under Graduate Courses,SSEDHUNTUE11A
Percentage of enrolled children able to identify less than 4 out of 5 single digit numbers,SSEDMAALEA11A
Percentage of enrolled children able to identify 4 out 5 single digit numbers,SSEDMAALEB11A
Percentage of enrolled children able to 4 out of 5 two digit numbers,SSEDMAALEC11A
Percentage of enrolled children able to do two digit subtraction with carryover,SSEDMAALED11A
Percentage of enrolled children able to do three digit by one digit division,SSEDMAALEE11A
Percentage of enrolled boys able to identify less than 4 out of 5 single digit numbers,SSEDMABLEA11A
Percentage of enrolled boys able to identify 4 out 5 single digit numbers,SSEDMABLEB11A
Percentage of enrolled boys able to 4 out of 5 two digit numbers,SSEDMABLEC11A
Percentage of enrolled boys able to do two digit subtraction with carryover,SSEDMABLED11A
Percentage of enrolled boys able to do three digit by one digit division,SSEDMABLEE11A
Percentage of enrolled girls able to identify 4 out 5 single digit numbers,SSEDMAGLEB11A
Percentage of enrolled girls able to 4 out of 5 two digit numbers,SSEDMAGLEC11A
Percentage of enrolled girls able to do two digit subtraction with carryover,SSEDMAGLED11A
Percentage of enrolled girls able to do three digit by one digit division,SSEDMAGLEE11A
Total Enrolment in Other Universities - Certificate Courses (Female),SSEDSOTFCE11A
Total Enrolment in Other Universities - Post Graduate Diploma Courses (Female),SSEDSOTFDE11A
Total Enrolment in Other Universities - Post Graduate Courses (Female),SSEDSOTFGE11A
Total Enrolment in Other Universities - Integrated Courses (Female),SSEDSOTFIE11A
Total Enrolment in Other Universities - Diploma Courses (Female),SSEDSOTFLE11A
Total Enrolment in Other Universities - MPhil Course (Female),SSEDSOTFME11A
Total Enrolment in Other Universities - PhD Course (Female),SSEDSOTFPE11A
Total Enrolment in Other Universities (Female),SSEDSOTFTE11A
Total Enrolment in Other Universities - Under Graduate Courses (Female),SSEDSOTFUE11A
Total Enrolment in Other Universities - Certificate Courses (Male),SSEDSOTMCE11A
Total Enrolment in Other Universities - Post Graduate Diploma Courses (Male),SSEDSOTMDE11A
Total Enrolment in Other Universities - Post Graduate Courses (Male),SSEDSOTMGE11A
Total Enrolment in Other Universities - Integrated Courses (Male),SSEDSOTMIE11A
Total Enrolment in Other Universities - Diploma Courses (Male),SSEDSOTMLE11A
Total Enrolment in Other Universities - MPhil Course (Male),SSEDSOTMME11A
Total Enrolment in Other Universities - PhD Course (Male),SSEDSOTMPE11A
Total Enrolment in Other Universities (Male),SSEDSOTMTE11A
Total Enrolment in Other Universities - Under Graduate Courses (Male),SSEDSOTMUE11A
Total Enrolment in Other Universities - Certificate Courses,SSEDSOTTCE11A
Total Enrolment in Other Universities - Post Graduate Diploma Courses,SSEDSOTTDE11A
Total Enrolment in Other Universities - Post Graduate Courses,SSEDSOTTGE11A
Total Enrolment in Other Universities - Integrated Courses,SSEDSOTTIE11A
Total Enrolment in Other Universities - MPhil Course,SSEDSOTTME11A
Total Enrolment in Other Universities - PhD Course,SSEDSOTTPE11A
Total Enrolment in Other Universities,SSEDSOTTTE11A
Total Enrolment in Other Universities - Under Graduate Courses,SSEDSOTTUE11A
Number of Universities in India - Deemed University - Government,SSEDUNIDUG11A
Number of Universities in India - Deemed University - Private,SSEDUNIDUP11A
Number of Universities in India - Institutes of National Importance,SSEDUNIINI11A
Number of Universities in India - State University - Public,SSEDUNISPU11A
Number of Universities in India - State University - Private,SSEDUNISPV11A
Number of Universities in India,SSEDUNITOT11A
Total Enrolment in Deemed University - Government - PhD Course,SSEDHDUTPE11A
Estimated Enrolment of Students in Higher Education in Post Graduate Courses,SSEDHEETPG11A
Total Enrolment in State Private Open University - Integrated Courses (Male),SSEDHPOMIE11A
Total Enrolment in Institutes under State Legistrature Acts - Under Graduate Courses (Female),SSEDHSLFUE11A
Total Enrolment in Institutes under State Legistrature Acts,SSEDHSLTTE11A
Total Enrolment in State Open University - Integrated Courses,SSEDHSOTIE11A
Total Enrolment in State Private University - PhD Course (Male),SSEDHSVMPE11A
Total Enrolment in State Private University - Under Graduate Courses,SSEDHSVTUE11A
Total Number of Teachers in Higher Education,SSEDHTCATT11A
Total Number of Teachers in Higher Education - Visiting Teachers (Female),SSEDHTCVTF11A
Total Number of Teachers in Higher Education - Visiting Teachers (Male),SSEDHTCVTM11A
Percentage of enrolled girls able to identify less than 4 out of 5 single digit numbers,SSEDMAGLEA11A
Total Enrolment in Other Universities - Diploma Courses,SSEDSOTTLE11A
Number of Universities in India - Central University,SSEDUNICUN11A
Number of Universities in India - Deemed University - Govt Aided,SSEDUNIDUA11A
